 [92,]  0.77209084 -0.81726793 -0.81726793 -0.81726793 -0.07963674
 [93,] -0.81726793  0.77209084 -0.81726793 -0.81726793  0.77209084
 [94,]  0.77209084  0.77209084 -0.81726793 -0.81726793 -0.23298702
 [95,] -0.81726793  0.77209084 -0.23298702 -0.07963674 -0.07963674
 [96,] -0.81726793 -0.23298702 -0.07963674 -0.23298702 -1.01500872
 [97,] -1.01500872 -0.23298702 -0.81726793 -0.23298702 -0.23298702
 [98,] -0.07963674 -0.07963674 -0.07963674  0.77209084  0.77209084
 [99,] -0.23298702 -0.81726793  0.77209084 -0.81726793  0.77209084
[100,] -0.23298702 -0.23298702 -1.01500872  0.77209084 -0.81726793

[[4]]
              [,1]        [,2]         [,3]        [,4]        [,5]
  [1,]  1.04664173 -0.54415778 -0.658147648  0.68210537 -0.25182472
  [2,]  1.04929673  1.07306597 -0.023248199  0.03842117 -0.15866067
  [3,] -1.43663619  0.01214736  1.275766147  1.33587632 -0.87284625
  [4,] -0.77421686 -1.00358305  1.776105076 -1.60020825  0.51842243
  [5,] -1.05236584 -1.72262820 -1.374002374  0.10272282 -0.59138006
  [6,]  1.19299301 -1.22967146 -0.481087055 -1.42117783  0.79151155
  [7,]  1.35371565 -0.88518683 -0.100099428 -2.22275181 -0.51529975
  [8,] -1.28699893  1.00451335  0.404325104  0.47990746 -0.76899339
  [9,] -0.25713995 -0.33869226 -1.471569985 -0.08145002  0.30656027
 [10,] -1.68681631  0.59277711  0.707600633  0.47960099 -0.45890534
 [11,] -1.52432782 -0.55584895 -0.212279745  0.72978498 -0.71648529
 [12,] -1.38415142  1.10840269  0.209782494  0.58418095  2.59499357
 [13,]  1.37875831 -0.41957136 -1.554504169  0.05390716  0.99330679
 [14,] -1.64245581 -0.17392305 -2.242994639 -0.33382130  1.18960277
 [15,]  0.82591873  0.45440217 -0.994975252 -1.58279443  2.02793372
 [16,] -0.08237725  0.57174761  0.472586319  0.71304618  0.65421900
 [17,] -0.77676119  0.22629047 -0.295983249 -0.08086758 -0.89609267
 [18,]  0.34227304  1.32358415 -1.359541071  0.29070464  0.36522356
 [19,]  0.69505279 -0.53489048  0.892258560  1.90956739  0.21073377
 [20,]  0.23751196  1.94624489 -1.539630358  0.12356884  0.73842735
 [21,]  0.17886840 -0.23886962 -0.107132793 -1.61987842 -0.65837580
 [22,] -1.90098963 -0.21378655 -0.009700792 -0.54332899  0.84023350
 [23,]  1.59019633  1.63140291 -0.980188558  0.21361675  0.16059842
 [24,]  1.54625822  0.62276936 -0.969826393  0.20968854  1.38629432
 [25,] -2.33904918  0.74516640  0.833379454  0.52900559 -0.09119535
 [26,] -1.13602820  3.93974550  1.226411012 -1.61569050  2.96648743
 [27,] -0.91318671 -0.16737010  0.963573561 -0.16931839  0.98973065
 [28,] -1.58773746  1.11860823  0.525853062  0.10786697  0.35551455
 [29,] -0.79805686  0.50383065 -0.390257800 -0.45420333 -0.92673408
 [30,] -2.55185292  1.03469712  1.425636938 -0.27798190  0.68483758
 [31,]  1.14193248 -0.06568777  0.976179749 -0.27680767  1.78674095
 [32,]  0.54789361 -0.71695235 -0.112991636 -1.30202779 -0.31518742
 [33,]  3.33015305 -0.63294035  0.155744840 -0.88090143 -0.50487885
 [34,]  0.73699407 -0.28859944  0.607944182 -2.29711366  0.60836931
 [35,]  0.76970926 -0.62736846 -0.284551029 -1.57153114  1.60122447
 [36,] -0.47145947  0.41188787  0.130409130  0.22510598 -1.44259811
 [37,]  0.06101810  0.97287594 -0.538513947 -0.24606377 -0.62091299
 [38,] -0.83657788  1.34451101 -0.214703469  0.06917537  1.92237762
 [39,] -0.45361597 -1.08782438  1.592015194  0.44428103 -0.18734986
 [40,] -0.51999026  0.42841815  0.304794533  0.73349616 -1.02551964
 [41,] -0.52368575  0.09356697 -0.564046209 -0.42663616  0.10043684
 [42,] -0.86992652  2.35667979  0.023653580  0.12849171 -0.70552035
 [43,] -1.54116075  0.39447382 -0.314671888  0.24497595  0.94992129
 [44,] -0.56936990 -0.97302690 -0.594708699 -0.64649620 -0.15524860
 [45,] -1.61005351  2.02990435  0.604207137  0.86818048  0.85887696
 [46,]  1.44275441 -0.97910699  0.647527941 -0.15934184  1.29358030
 [47,] -0.98501682 -0.76885221  0.629824677  0.70390493 -0.86448536
 [48,] -0.66252667 -1.60885508  0.373017621  0.42181866  0.02699183
 [49,] -0.38947106 -0.24459089  0.131909532 -0.22518179  1.12868423
 [50,] -0.02933221 -1.67073116  0.903621720  0.25506674  0.74088329
 [51,] -0.56718329  0.89851288 -0.257136187  0.92010709 -0.82457309
 [52,]  0.47626603  0.92394685 -0.431375013  0.03682119 -0.13912182
 [53,] -0.72215334 -1.01878903  0.374028368  0.68477192 -0.65011808
 [54,] -0.91520721 -0.40599404 -1.448755746  1.25745671 -1.60407664
 [55,] -1.08101389  0.50571822 -0.496310392 -1.09447275  0.04362017
 [56,]  1.01924027 -0.35564064  1.539413602  0.76220943 -1.51767644
 [57,] -0.34716746  2.65064307  1.739183518  1.97934747  1.87828450
 [58,]  0.04657374  0.74313991  0.255600287 -1.46565103 -0.98677185
 [59,]  0.20415284 -1.27033269 -2.003263072  0.88118449 -0.24412268
 [60,]  0.08946807 -0.79235588 -0.720988415  0.43124430 -2.61125506
 [61,]  0.23063845 -0.64596200 -0.094085469  0.43448752 -0.69199582
 [62,] -0.01177977 -0.63819317 -1.040356654 -0.42521969  1.61460444
 [63,]  0.88515542 -0.10666995 -0.433372701  0.65099627  0.43774808
 [64,]  0.46876948 -0.19622322  1.112915431  0.32869792  0.36486231
 [65,] -0.97809262  0.74496411 -0.307135364 -0.23725682  1.63009060
 [66,]  0.63118677  0.82934892 -0.414123756  0.02326221  0.61926115
 [67,] -0.50900503  0.78667414  0.219724425 -0.06272250  0.56360239
 [68,]  0.23165705 -0.60834725 -1.097737529  0.03261757 -0.85263344
 [69,] -1.63857335 -0.11734495  0.139251892  1.68387251  0.72652995
 [70,]  1.23942084  1.16270668 -1.464324397 -1.55167526 -0.02861583
 [71,]  1.83954578 -1.04934494  0.564488444  0.46347005 -0.30440272
 [72,]  2.23536096  0.12264811  1.138694168 -0.67133565 -2.20957905
 [73,] -1.53752716  1.79538590 -0.595190142 -0.62379048  1.55151437
 [74,] -1.39944032  0.37043422  0.200171303  0.29027103  0.48059670
 [75,]  0.73810880  0.36015752 -0.580162564  2.14452864  0.10402227
 [76,]  0.52589299 -0.68704025  0.849513032  1.25253158  0.60317095
 [77,]  0.17267805  2.39897231 -0.899477845  1.47449060 -0.66096522
 [78,]  0.90828461  0.04004570  2.477059270  2.13863037 -1.07949501
 [79,] -1.78578736 -0.93257188  0.251466787 -1.30041599  1.31202018
 [80,] -2.01905585 -0.80016342  0.290236021 -0.97955225  0.16730698
 [81,] -1.91119110 -1.74351216  0.581408730 -0.86313345  0.70728455
 [82,] -1.77296478 -0.43734650 -0.141033244  1.16726100 -0.12070030
 [83,]  0.17551295 -1.50008316  0.462577327  0.71319772 -1.41248697
 [84,]  0.91513581 -1.50182710 -0.781218582 -0.13917495 -0.27056037
 [85,]  1.12007377 -0.73903678 -0.846688123 -0.14001595  2.72745616
 [86,] -0.80365197 -1.04823977 -0.256926219  1.54455407 -0.93372939
 [87,] -0.29961403  0.11369950  0.021046632 -0.65706018  0.77712699
 [88,]  0.55422499  0.03132615 -0.702233712  1.57517680  0.39588478
 [89,]  0.40916082  0.26938799 -0.870333985  0.57572992  0.23673670
 [90,] -3.49427386  0.70280556  0.129093141  0.84087931 -0.63617235
 [91,]  1.51646182  2.02107364 -0.361784613 -1.07399157  1.56799406
 [92,] -1.50451045  0.59517716 -0.251673911 -0.23144361  0.68172579
 [93,]  0.71613381 -0.07114409  0.653178641  0.77554744 -0.19149897
 [94,]  1.28226199  0.50151511  0.672669382 -1.75927804 -0.65113601
 [95,]  0.14773645  0.91122207 -1.686958633 -1.23540012 -1.47414878
 [96,] -0.64096406  0.72284060  0.880540787  0.46915871  0.26464030
 [97,]  0.10705568 -0.53020042 -0.863169581 -0.72187976  0.66208284
 [98,]  0.30435450 -0.90461627  0.242001761 -1.11739354  0.03893136
 [99,]  1.36968334 -0.05582184  2.491051837  0.76921760  0.35616392
[100,] -0.60743580 -1.81955802  2.380579707  0.62310498  0.37355960

